A,A*,B,B+,C,C+,D,D+,E,F,S,S^,X,course_code,course_title,prof_name,semester,year,id
15,,19,18,23,18,1,14,1,2,,,,PHY473A,COMPUTATIONAL PHYSICS,Taraknath Mandal,2,2022-23,1680
5,,4,4,1,4,1,3,2,2,,,,PHY627A,COMPUTATIONAL SIMULATION METHODS IN PHYSICS,Taraknath Mandal,1,2022-23,1681
2,,54,28,15,51,14,18,10,7,,,,CE212,ENVIRONMENT AND SUSTAINABILITY,Tarun Gupta,1,2024-25,1682
,,2,1,,2,,,,1,,,,CE669,ATMOSPHERIC PHYSICS AND CHEMISTRY,Tarun Gupta,2,2023-24,1683
3,1,,1,,,,,,1,,,,CE764A,ENVIRONMENT TOXICOLOGY AND RISK ASSESSMENT,Tarun Gupta,2,2022-23,1684
8,1,4,,,,1,,,,,,,CE763A,SOLID AND HAZARDOUS WASTE MANAGEMENT,Tarun Gupta,2,2020-21,1685
21,1,41,,33,,20,,,2,,,,CE311A,ENVIRONMENTAL QUALITY AND POLLUTION,Tarun Gupta,1,2019-20,1686
6,,21,13,13,21,4,4,,18,,,,PHY421,MATHEMATICAL METHODS I,Tarun Kanti Ghosh,1,2024-25,1687
1,,2,3,,1,,,,,,,,PHY556A,BACHELOR OF SCIENCE PROJECT -II,Tarun Kanti Ghosh,1,2023-24,1688
1,,,2,,,,,,,,,,PHY555A,BACHELOR OF SCIENCE PROJECT -1,Tarun Kanti Ghosh,1,2023-24,1689
4,,2,2,1,5,,,,,,,,PHY642A,CONDENSED MATTER PHENOMENA IN LOW DIMENSIONAL MATERIALS,Tarun Kanti Ghosh,1,2022-23,1690
,,,,,,,,,,21,,,CE798,PHD SEMINAR II,Tushar Apurv,1,2024-25,1691
,,,,,,,,,,9,,,CE797,PHD SEMINAR I,Tushar Apurv,1,2024-25,1692
18,1,21,24,22,33,14,13,,1,,,,CE361,ENGINEERING HYDROLOGY,Tushar Apurv,1,2024-25,1693
4,,1,2,,9,3,3,,,,,,CE614,STOCHASTIC HYDROLOGY,Tushar Apurv,2,2023-24,1694
22,1,36,4,42,21,13,10,,6,,,,CE361A,ENGINEERING HYDROLOGY,Tushar Apurv,1,2023-24,1695
1,1,1,1,1,1,,,,,,,,ME688,COMPRESSIBILITY AND HIGH-SPEED FLOW,Tushar Sikroria,1,2024-25,1696
6,,22,12,17,14,4,15,,1,,,,EE650,BASICS OF MODERN CONTROL SYSTEMS,Twinkle Tripathy,1,2024-25,1697
3,3,6,1,2,7,,,,,2,,,EE689,ANALYSIS & DESIGN OF NETWORKED DYNAMICAL SYSTEMS,Twinkle Tripathy,2,2023-24,1698
13,4,16,20,21,21,7,9,,,,,,EE650A,BASICS OF MODERN CONTROL SYSTEMS,Twinkle Tripathy,1,2023-24,1699
,,3,3,3,2,1,1,,2,,,,EE650,BASICS OF MODERN CONTROL SYSTEMS,Twinkle Tripathy,1,2023-24,1700
,,2,2,,,,,,,2,,,EE689A,ANALYSIS & DESIGN OF NETWORKED DYNAMICAL SYSTEMS,Twinkle Tripathy,2,2022-23,1701
1,,4,2,7,1,1,1,,,,,,ME613,THERMAL ENVIROMENTAL CONTROL,Umesh Madanan,1,2024-25,1702
12,8,42,19,13,43,7,5,4,1,,,,ME341A,HEAT & MASS TRANSFER,Umesh Madanan,2,2023-24,1703
,,1,1,1,1,,1,,,,,,ME613A,THERMAL ENVIROMENTAL CONTROL,Umesh Madanan,2,2022-23,1704
2,,3,1,1,,1,,,1,,,,ME340A,INTRODUCTION TO REFRIGERATION AND AIR CONDITIONING,Umesh Madanan,1,2022-23,1705
5,,37,,12,,3,,,11,,,,ME642A,CONVECTIVE HEAT AND MASS TRANSFER,Umesh Madanan,2,2021-22,1706
30,,119,96,116,167,2,27,,,,,,ESC112M,FUNDAMENTALS OF COMPUTING - II,Urbi Chatterjee,1,2024-25,1707
49,,225,171,15,146,,3,,,,,,ESC111M,FUNDAMENTALS OF COMPUTING - I,Urbi Chatterjee,1,2024-25,1708
,,,1,,,,,,,,,,CS669,DESIGN FOR SECURITY,Urbi Chatterjee,2,2023-24,1709
,,2,2,1,4,,,,,,,,CS666A,HARDWARE SECURITY OF INTERNET OF THINGS,Urbi Chatterjee,1,2023-24,1710
3,,3,4,,1,,,,,,,,CS666,HARDWARE SECURITY OF INTERNET OF THINGS,Urbi Chatterjee,1,2023-24,1711
29,5,42,44,9,31,2,5,2,,,,,CS220A,COMPUTER ORGANIZATION,Urbi Chatterjee,2,2022-23,1712
3,1,,1,,,1,1,,2,,,,ME698R,MONTECARLO METHOD FOR PARTICLE TRANSPORT,Ushasi Roy,1,2024-25,1713
,,,,1,,,2,,,,,,ME222A,NATURE AND PROPERTIES OF MATERIALS,Ushasi Roy,2,2023-24,1714
8,,17,12,52,24,10,23,,6,,,,ME222,NATURE AND PROPERTIES OF MATERIALS,Ushasi Roy,2,2023-24,1715
1,1,2,2,6,5,2,3,1,2,,,,ME623A,FINITE ELEMENT METHODS IN ENGINEERING MECHANICS,Ushasi Roy,2,2022-23,1716
16,1,10,,5,,4,,2,5,,,,ME623A,FINITE ELEMENT METHODS IN ENGINEERING MECHANICS,Ushasi Roy,2,2021-22,1717
4,,7,,9,,4,,3,1,,,,AE341A,AEROSPACE PROPULSION,Vaibhav Arghode,2,2015-16,1718
,,2,,1,,1,,1,,,,,AE663A,FUNDAMENTALS OF COMBUSTION,Vaibhav Arghode,1,2015-16,1719
,,,,,,,,,,11,,2,AE401A,TECHNICAL COMMUNICATION,Vaibhav Arghode,1,2015-16,1720
14,,44,7,,18,5,,,,,,,DMS673,APPLIED MACHINE LEARNING,Veena Bansal,2,2023-24,1721
3,1,12,9,5,8,1,1,,2,,,,PHY224,OPTICS,Venkata Jayasurya Yallapragada,1,2024-25,1722
9,,9,6,9,6,3,3,,,,,,PHY224,OPTICS,Venkata Jayasurya Yallapragada,1,2023-24,1723
8,,3,11,1,2,,,,,,,,PHY677A,OPTICAL IMAGING,Venkata Jayasurya Yallapragada,2,2022-23,1724
7,3,9,10,3,6,1,1,,,,,,PHY224A,OPTICS,Venkata Jayasurya Yallapragada,1,2022-23,1725
17,,24,,1,,2,,,,,,,PHY677A,OPTICAL IMAGING,Venkata Jayasurya Yallapragada,2,2021-22,1726
,,,1,,1,,,,,,,,CHM202A,BASIC ORGANIC CHEMISTRY -II,Venkata Suresh Mothika,2,2023-24,1727
10,4,10,9,2,10,,,,,,,,CHM202,BASIC ORGANIC CHEMISTRY -II,Venkata Suresh Mothika,2,2023-24,1728
,,15,16,44,31,14,46,9,7,,,,CE381,INTRODUCTION TO TRANSPORTATION ENGINEERING,Venkatesan Kanagaraj,1,2024-25,1729
2,1,1,1,3,1,,,,,,,,CE781,TRAFFIC SIMULATION,Venkatesan Kanagaraj,2,2023-24,1730
2,4,10,6,16,8,4,15,1,,,,,CE481A,TRANSPORTATION FACILITIES DESIGN,Venkatesan Kanagaraj,1,2023-24,1731
24,3,17,40,22,26,10,9,,1,,,,CE382A,TRANSPORTATION ENGINEERING,Venkatesan Kanagaraj,2,2022-23,1732
8,,18,18,11,20,,4,,1,,,,CE603A,MATHEMATICS FOR CIVIL ENGINEERS,Venkatesan Kanagaraj,1,2022-23,1733
,,1,,,1,1,,,,,,,MTH670,POTENTIAL THEORY IN THE COMPLEX PLANE,Vikramjeet Singh Chandel,1,2024-25,1734
,,2,1,,1,,,,,,,,MTH652,ADVANCED CALCULUS,Vikramjeet Singh Chandel,2,2023-24,1735
,,1,,2,,,,,,,,,MTH640A,SEVERAL COMPLEX VARIABLES,Vikramjeet Singh Chandel,1,2023-24,1736
,,,1,,,,,,,,,,MTH640,SEVERAL COMPLEX VARIABLES,Vikramjeet Singh Chandel,1,2023-24,1737
2,,3,2,11,9,7,14,,8,,,,MTH305A,SEVERAL VARIABLE CALCULUS & DEFFERENTIAL GEOMETRY,Vikramjeet Singh Chandel,2,2022-23,1738
,,,2,,,,,,,,,,MTH670A,POTENTIAL THEORY IN THE COMPLEX PLANE,Vikramjeet Singh Chandel,1,2022-23,1739
3,1,6,2,2,1,2,2,,,,,,CE621,Engineering Mechanics,Vinay Kumar Gupta,1,2024-25,1740
,,,,,1,2,,,,,,,ESO202A,MECHANICS OF SOLIDS,Vinay Kumar Gupta,3,2023-24,1741
1,,5,4,8,8,77,12,21,17,,,,CE372A,REINFORCED CEMENT CONCRETE DESIGN,Vinay Kumar Gupta,2,2023-24,1742
,1,,,1,,,1,,,,,,CE620A,STRUCTURAL DYNAMICS,Vinay Kumar Gupta,1,2023-24,1743
1,,1,,2,3,2,,,,,,,CE620,STRUCTURAL DYNAMICS,Vinay Kumar Gupta,1,2023-24,1744
3,,2,4,,,,,,1,,,,CE668,ENVIRONMENTAL QUALITY & POLLUTION MONITORING TECHNIQUES,Vinod Tare,2,2023-24,1745
3,,10,2,,,,,,1,,,,CE668A,ENVIRONMENTAL QUALITY & POLLUTION MONITORING TECHNIQUES,Vinod Tare,2,2022-23,1746
1,1,6,3,3,2,,,,,,,,CE665A,ECOLOGICAL AND BIOLOGICAL PRINCIPLES AND PROCESS,Vinod Tare,1,2022-23,1747
3,,5,,3,,,,,,,,,CE668A,ENVIRONMENTAL QUALITY & POLLUTION MONITORING TECHNIQUES,Vinod Tare,2,2021-22,1748
12,3,36,,15,,20,,4,1,,,,CE412A,WATER SUPPLY AND WASTEWATER DISPOSAL SYSTEMS,Vinod Tare,2,2021-22,1749
5,,8,,3,,,,1,6,,,,CE665A,ECOLOGICAL AND BIOLOGICAL PRINCIPLES AND PROCESS,Vinod Tare,1,2021-22,1750
44,3,41,38,22,36,3,8,,,,,,DMS201,INTRODUCTION TO MANAGEMENT,Vipin B,2,2023-24,1751
4,,4,1,,,,,,1,,,,EE698K,CONTROL SYSTEMS: PERFORMANCE LIMITATIONS & ORDER REDUCTION,Vipul Arora,1,2024-25,1752
,1,,,3,,1,,,,,,,EE798B,DATA STRUCTURES & ALGORITHMS FOR ELECTRICAL ENGINEERS,Vipul Arora,2,2023-24,1753
29,2,29,,17,,6,,5,,,,,EE698R,ADVANCED TOPICS IN MACHINE LEARNING,Vipul Arora,2,2023-24,1754
17,2,7,,2,,1,,,1,,,,EE798P,AUDIO REPRESENTATION LEARNING,Vipul Arora,1,2023-24,1755
118,8,105,92,68,55,53,62,,15,,,,ESC201A,INTRODUCTION TO ELECTRONICS,Vipul Arora,2,2022-23,1756
115,,31,135,1,5,,1,,,,,,TA212,MANUFACTURING PROCESSES II,Virkeshwar Kumar,1,2024-25,1757
20,2,14,36,3,9,1,2,,1,,,,ME664,FUNDAMENTALS OF CASTING &  SOLIDIFICATION,Virkeshwar Kumar,1,2024-25,1758
35,,47,41,19,43,7,14,,1,,,,ME692,WELDING TECHNOLOGY,Virkeshwar Kumar,2,2023-24,1759
5,1,9,3,3,4,1,1,,1,,,,ME692A,WELDING TECHNOLOGY,Virkeshwar Kumar,2,2022-23,1760
4,,14,9,4,7,,,,,,,,CHE631,CHEMICAL REACTION ENGINEERING,Vishal Agarwal,1,2024-25,1761
1,,1,2,,1,,,,,,,,CHE626,PRACTICAL INTRO. TO QUANTUM MECHANICAL METHODS FOR SCIENTISTS & ENGINEERS,Vishal Agarwal,2,2023-24,1762
1,,,3,,2,1,,,2,,,,CHE631A,CHEMICAL REACTION ENGINEERING,Vishal Agarwal,1,2023-24,1763
9,,9,9,5,9,,2,,,,,,CHE631,CHEMICAL REACTION ENGINEERING,Vishal Agarwal,1,2023-24,1764
2,,3,5,,,,,,,,,,CHE665A,STATISTICAL MECHANICS & KINETICS FOR ENGINEERS,Vishal Agarwal,2,2022-23,1765
16,1,32,18,10,15,3,14,1,,,,,CHE311,TRANSPORT PHENOMENA: FUNDAMENTALS AND APPLICATIONS,Viswanathan Shankar,1,2024-25,1766
3,3,9,7,6,8,1,3,,,,,,CHE667,PRINCIPLES OF NON NEWTONIAM FLUID MECHANICS,Viswanathan Shankar,2,2023-24,1767
9,1,38,21,10,12,9,10,,,,,,CHE641A,MATHEMATICAL METHODS IN CHEMICAL ENGINEERING,Viswanathan Shankar,1,2023-24,1768
3,,23,10,5,5,2,4,,,,,,CHE641,MATHEMATICAL METHODS IN CHEMICAL ENGINEERING,Viswanathan Shankar,1,2023-24,1769
2,3,6,1,1,5,,,,1,,,,CHE667A,PRINCIPLES OF NON NEWTONIAM FLUID MECHANICS,Viswanathan Shankar,2,2022-23,1770
11,4,35,19,4,7,2,,,2,,,,MSE693,MATERIALS SCIENCE TECHNOLOGIES FOR APPLICATIONS IN LIFE SCIENCES,Vivek Verma,1,2024-25,1771
8,2,8,15,4,9,1,,,,1,,,MSE204A,INTRODUCTION OF BIOMATERIALS,Vivek Verma,2,2023-24,1772
,,,,,,,,,,15,,,MSE691A,SEMINAR PRESENTATION,Vivek Verma,1,2023-24,1773
,,,,,,,,,,1,,,MSE691,SEMINAR PRESENTATION,Vivek Verma,1,2023-24,1774
,,,,,,,,,,29,,,MSE690,SEMINAR PARTICIPATION,Vivek Verma,1,2023-24,1775
9,6,31,21,18,17,4,3,,1,,,,MSE204A,INTRODUCTION OF BIOMATERIALS,Vivek Verma,2,2022-23,1776
1,1,2,2,,,,,,,,,,EE667,INFORMATION THEORY,Washim Uddin Mondal,1,2024-25,1777
,,3,3,1,4,,1,,,,,,EE681,COMPACT MODELING,Yogesh Singh Chauhan,2,2023-24,1778
1,,2,1,,,,,,,,,,EE616A,SEMICONDUCTOR DEVICE MODELLING,Yogesh Singh Chauhan,1,2023-24,1779
,,,,,1,,,,,,,,EE616,SEMICONDUCTOR DEVICE MODELLING,Yogesh Singh Chauhan,1,2023-24,1780
,1,1,5,,,,,,,,,,EE681A,COMPACT MODELING,Yogesh Singh Chauhan,2,2022-23,1781
,1,1,1,,,,,,,,,,EE698F,RF MICROELECTRONICS,Yogesh Singh Chauhan,1,2022-23,1782
3,,8,,1,,,,,,,,,EE681A,COMPACT MODELING,Yogesh Singh Chauhan,2,2021-22,1783
6,,5,4,1,6,,,,,,,,PHY624,MAGNETISM IN MATERIALS,Zakir Hossain,1,2024-25,1784
13,,13,12,3,4,,,,,,,,PHY462,EXPERIMENTAL PHYSICS II,Zakir Hossain,2,2023-24,1785
3,,5,6,4,5,,,,,,,,PHY461,EXPERIMENTAL PHYSICS I,Zakir Hossain,2,2023-24,1786
7,,1,8,,1,,,,,,,,PHY462A,EXPERIMENTAL PHYSICS II,Zakir Hossain,1,2023-24,1787
